site,year,fuel,PJ
Wilton Package boilers,2029,gas,0.2137
Wilton Package boilers,2030,gas,0.2137
Wilton Package boilers,2031,gas,0.213
Wilton Package boilers,2032,gas,0.2123
Wilton Package boilers,2033,gas,0.2115
Wilton Package boilers,2034,gas,0.2108
Wilton Package boilers,2035,gas,0.2101
Wilton Package boilers,2036,gas,0.2094
Wilton Teraphalic Acid/Melinar Plant,2026,gas,0.2944
Wilton Teraphalic Acid/Melinar Plant,2027,gas,0.2944
Wilton Teraphalic Acid/Melinar Plant,2028,gas,0.2944
Wilton Teraphalic Acid/Melinar Plant,2029,gas,0.2944
Wilton Teraphalic Acid/Melinar Plant,2030,gas,0.2944
Wilton Teraphalic Acid/Melinar Plant,2031,gas,0.2934
Wilton Teraphalic Acid/Melinar Plant,2032,gas,0.2924
Wilton Teraphalic Acid/Melinar Plant,2033,gas,0.2914
Wilton Teraphalic Acid/Melinar Plant,2034,gas,0.2904
Wilton Teraphalic Acid/Melinar Plant,2035,gas,0.2895
Wilton Teraphalic Acid/Melinar Plant,2036,gas,0.2885
Winnington Sodium Carbonate Manufacturing Site,2026,gas,1.1774
Winnington Sodium Carbonate Manufacturing Site,2027,gas,1.1774
Winnington Sodium Carbonate Manufacturing Site,2028,gas,1.1774
Winnington Sodium Carbonate Manufacturing Site,2029,gas,1.1774
Winnington Sodium Carbonate Manufacturing Site,2030,gas,1.1774
Winnington Sodium Carbonate Manufacturing Site,2031,gas,1.1735
Winnington Sodium Carbonate Manufacturing Site,2032,gas,1.1695
Winnington Sodium Carbonate Manufacturing Site,2033,gas,1.1656
Winnington Sodium Carbonate Manufacturing Site,2034,gas,1.1617
Winnington Sodium Carbonate Manufacturing Site,2035,gas,1.1578
Winnington Sodium Carbonate Manufacturing Site,2036,gas,1.1538
Wissington Sugar Factory,2026,biomass,0.0
Wissington Sugar Factory,2026,gas,6.2869
Wissington Sugar Factory,2027,biomass,0.0
Wissington Sugar Factory,2027,gas,6.2869
Wissington Sugar Factory,2028,biomass,0.0
Wissington Sugar Factory,2028,gas,6.2869
Wissington Sugar Factory,2029,biomass,0.0
Wissington Sugar Factory,2029,gas,6.2869
Wissington Sugar Factory,2030,biomass,0.0
Wissington Sugar Factory,2030,gas,6.2869
Wissington Sugar Factory,2031,biomass,0.0
Wissington Sugar Factory,2031,gas,6.266
Wissington Sugar Factory,2032,biomass,0.0
Wissington Sugar Factory,2032,gas,6.245
Wissington Sugar Factory,2033,biomass,0.0
Wissington Sugar Factory,2033,gas,6.224
Wissington Sugar Factory,2034,biomass,0.0
Wissington Sugar Factory,2034,gas,6.2031
Wissington Sugar Factory,2035,biomass,0.0
Wissington Sugar Factory,2035,gas,6.1821
Wissington Sugar Factory,2036,biomass,0.0
Wissington Sugar Factory,2036,gas,6.1612
Wolverhampton,2026,gas,0.3296
Wolverhampton,2027,gas,0.3296
Wolverhampton,2028,gas,0.3296
Wolverhampton,2029,gas,0.3296
Wolverhampton,2030,gas,0.3296
Wolverhampton,2031,gas,0.3285
Wolverhampton,2032,gas,0.3274
Wolverhampton,2033,gas,0.3263
Wolverhampton,2034,gas,0.3252
Wolverhampton,2035,gas,0.3241
Wolverhampton,2036,gas,0.323
Worsley,2026,gas,0.9503
Worsley,2027,gas,0.9503
Worsley,2028,gas,0.9503
Worsley,2029,gas,0.9503
Worsley,2030,gas,0.9503
Worsley,2031,gas,0.9471
Worsley,2032,gas,0.9439
Worsley,2033,gas,0.9408
Worsley,2034,gas,0.9376
Worsley,2035,gas,0.9344
Worsley,2036,gas,0.9313
diffuse_industry,2026,gas,258.3687
diffuse_industry,2027,gas,258.3687
diffuse_industry,2028,gas,258.3687
diffuse_industry,2029,gas,258.3687
diffuse_industry,2030,gas,258.3687
diffuse_industry,2031,gas,257.5075
diffuse_industry,2032,gas,256.6462
diffuse_industry,2033,gas,255.785
diffuse_industry,2034,gas,254.9238
diffuse_industry,2035,gas,254.0626
diffuse_industry,2036,gas,253.2013
ets_tail_heat,2026,biomass,0.0038
ets_tail_heat,2026,gas,50.0574
ets_tail_heat,2027,biomass,0.0038
ets_tail_heat,2027,gas,47.9484
ets_tail_heat,2028,biomass,0.0038
ets_tail_heat,2028,gas,47.9484
ets_tail_heat,2029,biomass,0.0038
ets_tail_heat,2029,gas,47.9484
ets_tail_heat,2030,biomass,0.0038
ets_tail_heat,2030,gas,47.9484
ets_tail_heat,2031,biomass,0.0038
ets_tail_heat,2031,gas,47.9484
ets_tail_heat,2032,biomass,0.0038
ets_tail_heat,2032,gas,47.9484
ets_tail_heat,2033,biomass,0.0038
ets_tail_heat,2033,gas,47.9484
ets_tail_heat,2034,biomass,0.0038
ets_tail_heat,2034,gas,47.9484
ets_tail_heat,2035,biomass,0.0038
ets_tail_heat,2035,gas,47.9484
ets_tail_heat,2036,biomass,0.0038
ets_tail_heat,2036,gas,47.9484
ets_tail_steel,2026,gas,0.2313
ets_tail_steel,2027,electricity,0.0067
ets_tail_steel,2027,gas,0.2221
ets_tail_steel,2028,electricity,0.0135
ets_tail_steel,2028,gas,0.2129
ets_tail_steel,2029,electricity,0.1696
ets_tail_steel,2030,electricity,0.1696
ets_tail_steel,2031,electricity,0.1696
ets_tail_steel,2032,electricity,0.1696
ets_tail_steel,2033,electricity,0.1696
ets_tail_steel,2034,electricity,0.1696
ets_tail_steel,2035,electricity,0.1696
ets_tail_steel,2036,electricity,0.1696
nontraded_tail_cement,2026,gas,0.0205
nontraded_tail_cement,2027,gas,0.0211
nontraded_tail_cement,2028,gas,0.0216
nontraded_tail_cement,2029,gas,0.0224
nontraded_tail_cement,2030,gas,0.0232
nontraded_tail_cement,2031,gas,0.0232
nontraded_tail_cement,2032,gas,0.0232
nontraded_tail_cement,2033,gas,0.0232
nontraded_tail_cement,2034,gas,0.0232
nontraded_tail_cement,2035,gas,0.0232
nontraded_tail_cement,2036,gas,0.0232
nontraded_tail_heat,2026,gas,15.1857
nontraded_tail_heat,2027,gas,15.1857
nontraded_tail_heat,2028,gas,15.1857
nontraded_tail_heat,2029,gas,15.1857
nontraded_tail_heat,2030,gas,15.1857
nontraded_tail_heat,2031,gas,15.1351
nontraded_tail_heat,2032,gas,15.0845
nontraded_tail_heat,2033,gas,15.0338
nontraded_tail_heat,2034,gas,14.9832
nontraded_tail_heat,2035,gas,14.9326
nontraded_tail_heat,2036,gas,14.882
nontraded_tail_steel,2026,gas,0.0039
nontraded_tail_steel,2027,gas,0.0039
nontraded_tail_steel,2028,gas,0.0039
nontraded_tail_steel,2029,gas,0.0039
nontraded_tail_steel,2030,gas,0.0039
nontraded_tail_steel,2031,gas,0.0039
nontraded_tail_steel,2032,gas,0.0039
nontraded_tail_steel,2033,gas,0.0039
nontraded_tail_steel,2034,gas,0.0039
nontraded_tail_steel,2035,gas,0.0039
nontraded_tail_steel,2036,gas,0.0039
