site,tech,year,units
Sherburn Gypsum Works,biomass_boiler,2029,0.0
Sherburn Gypsum Works,biomass_boiler,2030,0.0
Sherburn Gypsum Works,biomass_boiler,2031,0.0
Sherburn Gypsum Works,biomass_boiler,2032,0.0
Sherburn Gypsum Works,biomass_boiler,2033,0.0
Sherburn Gypsum Works,biomass_boiler,2034,0.0
Sherburn Gypsum Works,biomass_boiler,2035,0.0
Sherburn Gypsum Works,biomass_boiler,2036,0.0
Sherburn Gypsum Works,gas_boiler,2026,0.586
Sherburn Gypsum Works,gas_boiler,2027,0.586
Sherburn Gypsum Works,gas_boiler,2028,0.586
Sherburn Gypsum Works,gas_boiler,2029,0.586
Sherburn Gypsum Works,gas_boiler,2030,0.586
Sherburn Gypsum Works,gas_boiler,2031,0.584
Sherburn Gypsum Works,gas_boiler,2032,0.5821
Sherburn Gypsum Works,gas_boiler,2033,0.5801
Sherburn Gypsum Works,gas_boiler,2034,0.5782
Sherburn Gypsum Works,gas_boiler,2035,0.5762
Sherburn Gypsum Works,gas_boiler,2036,0.5743
Barrow Mill,gas_boiler,2026,0.5852
Barrow Mill,gas_boiler,2027,0.5852
Barrow Mill,gas_boiler,2028,0.5852
Barrow Mill,gas_boiler,2029,0.5852
Barrow Mill,gas_boiler,2030,0.5852
Barrow Mill,gas_boiler,2031,0.5832
Barrow Mill,gas_boiler,2032,0.5813
Barrow Mill,gas_boiler,2033,0.5793
Barrow Mill,gas_boiler,2034,0.5774
Barrow Mill,gas_boiler,2035,0.5754
Barrow Mill,gas_boiler,2036,0.5735
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2026,0.5764
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2027,0.5764
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2028,0.5764
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2029,0.5764
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2030,0.5764
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2031,0.5745
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2032,0.5726
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2033,0.5706
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2034,0.5687
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2035,0.5668
Nissan Motor Manufacturing (UK) Ltd,gas_boiler,2036,0.5649
Plasmor Limited,gas_boiler,2026,0.5715
Plasmor Limited,gas_boiler,2027,0.5715
Plasmor Limited,gas_boiler,2028,0.5715
Plasmor Limited,gas_boiler,2029,0.5715
Plasmor Limited,gas_boiler,2030,0.5715
Plasmor Limited,gas_boiler,2031,0.5696
Plasmor Limited,gas_boiler,2032,0.5677
Plasmor Limited,gas_boiler,2033,0.5658
Plasmor Limited,gas_boiler,2034,0.5639
Plasmor Limited,gas_boiler,2035,0.562
Plasmor Limited,gas_boiler,2036,0.5601
dispersed_heat,gas_boiler,2026,45.1
dispersed_heat,gas_boiler,2027,43.2
dispersed_heat,gas_boiler,2028,43.2
dispersed_heat,gas_boiler,2029,43.2
dispersed_heat,gas_boiler,2030,43.2
dispersed_heat,gas_boiler,2031,43.2
dispersed_heat,gas_boiler,2032,43.2
dispersed_heat,gas_boiler,2033,43.2
dispersed_heat,gas_boiler,2034,43.2
dispersed_heat,gas_boiler,2035,43.2
dispersed_heat,gas_boiler,2036,43.2
dispersed_steel,bof,2026,0.0771
dispersed_steel,bof,2027,0.0771
dispersed_steel,bof,2028,0.0771
dispersed_steel,bof,2029,0.0771
dispersed_steel,bof,2030,0.0771
dispersed_steel,bof,2031,0.0771
dispersed_steel,bof,2032,0.0771
dispersed_steel,bof,2033,0.0771
dispersed_steel,bof,2034,0.0771
dispersed_steel,bof,2035,0.0771
dispersed_steel,bof,2036,0.0771
